id,target,source,action,action_type,location,date,country,year,news
32355,"['Rangers', 'Rangers', 'Military Police']","['Lashkar e Jhangvi LeJ', 'militants', 'militants']","['killing', 'killed', 'gunned']","['Armed Assault', 'Armed Assault', 'Armed Assault']",['Karachi'],['December 6'],pakistan,2016,Two Lashkar e Jhangvi LeJ militants Asim alias Kapri and Ishaq alias Bobby confessed to killing four Rangers in Ittehad Town of Karachi the provincial capital of Sindh reports The News on December 6 The militants while recording their confessional statements under Section 164 of the Criminal Procedure Code told the Judicial Magistrate West that they had killed four Rangers in Ittehad Town They also admitted they had gunned down two Military Police personnel near the Saddar Parking Plaza on July 19
32398,"['Security Forces', 'SFs', 'civilians']",,"['killed', 'fighting', 'wounded', 'fighting', 'killing']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",,['December 20'],pakistan,2016,The Commander Southern Command Lieutenant General Amir Riaz on December 20 said that 700 personnel of the Security Forces SFs have been killed while fighting for the “stability of the country” reports Dawn Riaz added that around 2 000 personnel were also wounded in the province The commander was speaking at a function organized at the Frontier Corps Headquarters in Quetta “For the last 10 to 12 years FC personnel have been fighting against the enemies of Pakistan ” said the senior officer “You stood firm and defeated the enemy ” Riaz added that some elements in Geneva Dubai and London were behind acts of terrorism and were involved in the killing of innocent civilians in Balochistan “Balochistan is part of Pakistan and will always remain so ” reiterated the commander of southern command
29171,"['Naga', 'Naga', 'Nagas', 'Naga']","['Manipur Naga Peopleâ€™s Front', 'MNPF', 'MNPF', 'MNPF']","['explosion', 'exploded', 'bomb', 'attack']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",,['August 30'],india,2016,Meanwhile the underground organization Manipur Naga People’s Front MNPF on August 30 claimed responsibility for explosion that occurred at the private residence of Naga People’s Front NPF MLA Member of Legislative Assembly Samuel Risom which also houses NPF office on August 28 at Deulahlane in Imphal reports Morung Express “If the state unit of NPF was working in the interest of Naga people such incidents would not have taken place The organisation had exploded the bomb in the interest of the Nagas ” stated a statement released by MNPF Assistant Publicity Secretary Thomas Numai It said the attack by the front was not meant to target civilians and that it does not want occurrence of such incidents The outfit claimed that NPF candidates who came out victorious in the last state assembly election were not choice of the Naga electorate MNPF claimed that the IsakMuivah faction of National Socialist Council of Nagaland NSCNIM used force against the people to vote in favour of the NPF candidates in the election and everybody knows it well
25445,"['Artisan Restaurant', 'foreigners', 'hostages']","['attackers', 'suicide fighters', 'suicide soldiers']","['gun battle', 'killing', 'injuring']","['Armed Assault', 'Armed Assault', 'Armed Assault']",['Dhaka'],"['August', '27th']",bangladesh,2016,Islamic State IS in the latest issue of its online magazine Dabiq claimed that the five of the nine Gulshan café attackers were suicide fighters reports The Daily Star on August 2 To describe the café attack Dabiq said “On the 27th of Ramadan fiveinghimasi suicide soldiers of the Caliphate carried out an attack on the Artisan Restaurant which is frequented by Crusader foreigners of varying nationalities in the city of Dhaka The mujahidin held a number of hostages as they engaged in a gun battle with apostate Bengali police and succeeded in killing and injuring dozens of disbelievers before attaining shahadah ”
31739,"['Muttahida Qaumi Movement', 'MQM', 'MQM']",,['shot'],['Assassination'],"['Naeemabad', 'Korangi', 'Karachi', 'Sindh']",['June 19'],pakistan,2016,A senior Muttahida Qaumi Movement MQM worker identified as Sohail Rasheed 30 was shot dead near his home in Naeemabad in Korangi Town of Karachi the provincial capital of Sindh on June 19 reports Dawn MQM spokesperson Amin ul Haq described it as a ‘targeted killing’ of the worker and said that the victim was a joint unit in charge in Union Council 29
27341,,"['Left Wing Extremists', 'LWEs']",['fire'],['Facility/Infrastructure Attack'],"['Pranhita River', 'Maharashtra', 'Telangana']",['April 26'],india,2016,The ongoing construction work of an interstate bridge on Pranhita River on Maharashtra Telangana border was thwarted by the Naxalites Left Wing Extremists LWEs who set an excavator on fire and also damaged other equipment at the construction site at Gudem in Aheri taluka revenue unit of Gadchiroli District on April 26 reports The Times of India Property and material worth INR 10 million was damaged in the attack
32202,['civilians'],['unidentified armed assailants'],"['injured', 'fire']","['Armed Assault', 'Armed Assault']","['Gulshan e Iqbal', 'Karachi', 'Sindh']",['October 18'],pakistan,2016,Two civilians were injured when unidentified armed assailants opened fire at them in Block I area of Gulshan e Iqbal Town in Karachi the provincial capital of Sindh on October 18 reports The News
29593,"['woman', 'woman', 'woman']","['Communist Party of India Maoist', 'CPI Maoist', 'Maoists', 'Maoists', 'Special Operation Group SOG', 'Maoists', 'Maoists', 'Maoists']","['killed', 'killing', 'killed', 'fire', 'die']","['Armed Assault', 'NotSpecified', 'Armed Assault', 'NotSpecified', 'Armed Assault']","['Lanjigarh', 'Kalahandi', 'Kalahandi', 'Kalahandi']",['September 15'],india,2016,More than a week after a woman Communist Party of India Maoist CPI Maoist cadre was killed in an encounter in the forests of Lanjigarh block in Kalahandi District the Maoists identified her as Sangita and called a bandh general shutdown in two Districts in protest against the killing reports New Indian Express In a two minute audio tape released by Ghumusar Nagavalli Bansadhara division ‘secretary’ Nikhil alias Niranjan Rout to a local news channel in Bhawanipatna the Maoists declared that the woman Maoist was Sangita from Adikanda village of Mohana block in Gajapati District Sangita was killed on September 15 during an exchange of fire between Special Operation Group SOG and Maoists in Phulbari forest near Katlang village under Bijepur Police limits Through the tape Nikhil informed that the division has called a bandh in Rayagada and Kalahandi Districts on September 29 protesting the encounter He stated that Sangita was active in the division for the last seven years The tape also disagreed with the statement of Deputy Inspector General DIG of South Western S Shiny and Kalahandi Superintendent of Police SP Brijesh Rai that Maoists were pushing woman cadres to the front to let them die Police are however verifying the authenticity of the tape Rai said there is no confirmed information on the matter But Police are alert to meet any eventuality and control law and order Combing operation to flush out the Maoists is continuing he added
31737,['boys'],['unknown'],"['landmine', 'landmine', 'blast', 'struck']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']","['Atmar Khel', 'Baizai', 'Atmar Khel']",['June 18'],pakistan,2016,Three boys sustained injuries when a landmine went off in Atmar Khel area of Baizai tehsil revenue unit in Mohmand Agency of Federally Administered Tribal Areas FATA on June 18 reports Dawn The landmine was planted by unknown persons at a place used by the people for taking rest underneath trees in Atmar Khel area Security sources identified the victims as Arif Khan 18 Noor Ullah 10 and his brother Abdullah 11 who were playing when the blast struck
31630,"['Frontier Corps', 'FC', 'soldier']",['Unidentified militants'],"['shot', 'dead']","['Assassination', 'Assassination']","['Nar Jaffar', 'Bannu']",['May 22'],pakistan,2016,Unidentified militants shot dead a Frontier Corps FC soldier identified as Jahangir Khan in Nar Jaffar area of Bannu District on May 22 reports Daily Times
