id,target,source,action,action_type,location,date,country,year,news
26280,,,,,,,india,2016,"Two incidents of firing in Tinsukia District, both by the hitherto unknown Moran Tiger Force (MTF), has sent local Police in a tizzy, reports The Times of India on February 7. Police on February 5 arrested Surajit Moran, president of the Tinsukia unit of Asom Jatiyatabadi Yuba Chatra Parishad (AJYCP) from Doomdooma in Tinsukia District for his alleged involvement with the outfit. Tinsukia Additional Superintendent of Police (ASP) headquarters, Lamhao Doungel on February 6 said that Police were trying to gather more information about MTF, a new kid on the block as far as rebel groups are concerned. Our team has found vital clues (about the outfit) after going through the call details of the phone number used to send text messages after the firings. We have found evidence of Moran s involvement with the perpetrators of the two incidents. Unlike militant outfits like ULFA and NDFB Songbijit, MTF doesn t seem to have any particular leader, he explained."
26520,,,,,,,india,2016,"A constable was injured during an exchange of fire with suspected Garo National Liberation Army (GNLA) militants when an abduction attempt by the outfit was foiled by the Police on February 24, reports The Assam Tribune. The incident occurred when the Police foiled the bid to abduct traders from the Gabil weekly market, at the tri junction of three Districts of East, West and North Garo Hills. According to information, a Police team was returning from Gabil market, when an unidentified gunman fired at the Police while the latter were in the midst of abducting two traders. Havildar Sengbath Marak sustained injury on his hand, said Inspector General of Police (IGP) Law and Order, GHP Raju."
29672,,,,,,,india,2016,"Militants attacked a Security Forces (SFs) picket in Kulgam District on September 30, reports The Times of India. Militants opened fire on a joint picket of Police and Central Reserve Police Force (CRPF) at Behibagh in Yaripora area of Kulgam District at around 5.00pm, a Police official said. He said no one was hurt in the attack carried out by militants, who fled from the scene after firing. SFs cordoned off the area and launched search operations to track down the assailants, he said."
32829,,,,,,,nepal,2016,Cadres of All Nepal National Independent Students’ UnionRevolutionary ANNISUR the student wing of Netra Bikram Chandled Communist Party of NepalMaoist CPNMaoist on August 15 vandalized three colleges of Kathmandu for running classes during their strike reports The Himalayan Times The striking ANNISUR cadres vandalized Swoyambhubased Kathmandu Model Hospital School of Nursing Banasthalibased School of Medical Sciences and Jorpatibased Shankarapur Academy for operating classes and the administration department there during the strike According to Dipendra Chalaune General Secretary ANNISUR the protest programme was organized to exert pressure on the Government to fulfill their 17point demand
30294,"['youth', 'youth']","['Communist Party of India Maoist', 'CPI Maoist', 'Naxals Left Wing Extremists', 'LWEs']","['tortured', 'killed', 'kidnapped', 'injuries', 'attacked', 'sharp edged weapon']","['Unknown', 'Unknown', 'Kidnapping', 'Armed Assault', 'Armed Assault', 'Armed Assault']","['Balaghat', 'Balaghat']","['November 11', 'November 9']",india,2016,"The Communist Party of India Maoist (CPI Maoist) cadres allegedly tortured and killed a 23 year old youth on the suspicion that he was a ‘Police informer’ in Balaghat District on November 11, reports The Times of India. The body of the youth identified as Kartik Dhurve, a resident of Bondari village under Pathari Police outpost under Malajkhand Police Station, was found on a road. Several armed Naxals Left Wing Extremists (LWEs) kidnapped Dhurve on November 9 and threatened the family members that they will kill him, if they informed police, Balaghat Superintendent of Police (SP), Amit Sanghi, said. He added, They did not report the matter to police. His body was found on Friday. There were severe injuries on his skull and it seems they attacked him with some sharp edged weapon. Sources said that they suspected him to be ‘Police informer’. However, Police denied that he was an ‘informer’. They may have seen him talking to some senior Police officials at some point of time and suspected him to be an informer, said an official, pleading anonymity. While abducting him the Naxals had introduced themselves as Maoists, though they didn t disclose the name of their Dalam (squad)."
31326,"['soldiers', 'women', 'women', 'soldiers']","['Tehreek e Taliban Pakistan', 'TTP', 'suspect']","['killed', 'blew', 'killed', 'opened fire', 'detonating', 'blew', 'killed', 'blast']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Armed Assault', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",,['March 17'],pakistan,2016,"Twosoldiers and two women were killed when Tehreek e Taliban Pakistan (TTP) Diamer faction commander blew himself up during a siege laid by the Security Forces at his house in Smagal area of Darel Valley in Gilgit Baltistan on March 17, reports The Express Tribune. The commander was identified as Hazrat Noor. The two women killed were his wife and a daughter. A suicide jacket and arms were seized from the house. According to official reports, Noor was allegedly involved in attacks on foreign tourists, case investigators and passengers on the Karakoram Highway over the last few years.“Security forces got intelligence information that Hazrat Noor was hiding in a house in the Smagal area of Darel,” said an unnamed security official. The raid sparked a sharp reaction from inside the house. The suspect also reportedly opened fire at the forces from his hideout before detonating himself. “The terrorist blew himself up to avoid arrest,” a security official said. “Besides his wife and daughter, two soldiers were also killed in the blast.” Diamer Deputy Commissioner Usman Ahmad confirmed the attack."
32185,"['security personnel', 'check post', 'security personnel']",['unidentified assailants'],"['killed', 'injured', 'firing', 'light and heavy weapons', 'killed', 'injured']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault']",['Paktika'],['October 16'],pakistan,2016,Two security personnel were killed and another one was injured in firing from across the Afghan border in Angor Adda area of South Waziristan Agency in Federally Administered Tribal Areas FATA on October 16 reports Dawn Sources said that unidentified assailants targeted a check post at Angor Adda from the Birmal area in Paktika province of Afghanistan at 9 46am with light and heavy weapons Two security personnel Idrees Khan and Arshad were killed and Naek Saeed was injured The deceased belonged to the 56th Punjab Regiment
26486,"['Central Reserve Police Force', 'CRPF', 'trooper']",,"['injured', 'Improvised Explosive Device', 'IED', 'blast', 'injured']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Dantewada'],['February 21'],india,2016,"a Central Reserve Police Force (CRPF) officer and a trooper were injured in an Improvised Explosive Device (IED) blast at Aranpur village in Dantewada District on February 21, reports The Business Standard. The injured have been identified as Assistant Commandant Aman Kumar and Constable Rakesh."
31672,"['people', 'Chinese national']",['Sindhudesh Revolutionary Party'],"['injured', 'remote controlled bomb', 'blast', 'blast']","['NotSpecified', 'NotSpecified', 'NotSpecified', 'NotSpecified']","['Karachi', 'Sindh', 'Sindh']",['May 30'],pakistan,2016,"At least three people, including a Chinese national, identified as Finche, were injured in a remote controlled bomb blast near Steel Town in Gulshan e Hadeed area of Bin Qasim Town in Karachi,the provincial capital of Sindh on May 30, reports The Nation. Senior Superintendent of Police (SSP) Rao Anwar said that a pamphlet written in Sindhi and bearing the name of a group called Sindhudesh Revolutionary Party was recovered from the site of the blast, adds Dawn. The pamphlet read Translation We consider China, rising as a global power, to be an ally of Pakistan, and also consider it an accomplice of the Punjabi Establishment in making Sindh slave to loot its resources, and therefore we accept the responsibility of bomb attack on Chinese in Gulshan e Hadeed."
27349,['Meghalaya Police Operation Camp'],"['Garo National Liberation Army', 'GNLA', 'commander in chief']","['ambush', 'attack', 'fire', 'fire', 'attack']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault']","['Garo Hills', 'Garo Hills']",['April 27'],india,2016,"Garo National Liberation Army (GNLA) militants, led by its ‘commander in chief’ Sohan D Shira made an unsuccessful attempt to ambush Meghalaya Police Operation Camp at Bawegre in East Garo Hills District on April 27, reports The Shillong Times. Police said that Special Operation Team was camping at Bawegre Sarva Shiksha Abhiyan (SSA)’s Old School Building, when militants made attempts to attack the camp. The sentry first noticed movement of the suspected militants and alerted the Security Force (SF) personnel. However, militants opened fire and Police retaliated and militants and Police exchange fire for about 20 minutes and later militants fled to nearby jungle. No casualty was reported in the incident. When contacted, East Garo Hills District Police chief D Marak said that more than 200 empty shells were recovered from the site. The attack was led by Sohan Shira, he added."
31330,"['Rangers', 'Rangers', 'Rangers', 'Rangers']",['unidentified armed assailants'],"['injured', 'hand grenade']","['Bombing/Explosion', 'Bombing/Explosion']","['Korangi', 'Korangi']",['March 18'],pakistan,2016,"Three Rangers personnel were injured when unidentified armed assailants hurled hand grenade at their check post near Korangi Crossing in Korangi Town on March 18, reports The News. They were identified as Manzoor, Kalimullah and Abdul Ghafoor. Director General Sindh Rangers Major General Bilal Akbar said that the four suspects involved in the attack have been arrested but their names could not be disclosed. He said Police and Rangers were being targeted in three types of bomb attacks in Karachi by three different groups. Groups from Lyari are involved in the first kind of attacks on Police and Rangers. Bombs made of plastic containers are being used in the second type of attacks, which lead to suspicion that a political party might be involved. While the third type of blasts, he said, are carried out by terrorists."
32140,['man'],['unidentified armed assailants'],['shot'],['Armed Assault'],['Jaffarabad'],['October 5'],pakistan,2016,"A man, identified as Fida Hussain, was shot dead by unidentified armed assailants in while he was standing outside his house in Goth Deepshikha area of Jaffarabad District on October 5, reports Daily Times."
29605,"['Central Reserve Police Force', 'CPRF']","['militants', 'militants', 'Hizb ul Mujahideen', 'HM']","['injured', 'grenade blast', 'grenade', 'grenade', 'exploded', 'injuring', 'grenade', 'injured']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']","['Kulgam', 'Kulgam']",['September 26'],india,2016,"Three paramilitary Central Reserve Police Force (CPRF) personnel were injured in a grenade blast at Wanpoh in Kulgam District on September 26, reports Daily Excelsior. Police said militants hurled a grenade at around 2 pm on a CRPF party of 90th battalion who were performing law and order duties. The grenade exploded injuring the CRPF personnel. A manhunt was launched to arrest the attackers. Police in a statement said “This afternoon unknown militants hurled a grenade on CRPF party of 99 Bn deployed for ROP (Road Opening Party) duty near Government Higher Secondary School Wanpoh, Mir Bazaar in district Kulgam. Three CRPF personnel sustained injuries in the incident. The injured were shifted to Hospital for treatment. Security forces cordoned off the area and launched a manhunt to nab the attackers.” Hizb ul Mujahideen (HM), while claiming responsibility for the attack, said that such attacks will continue in future."
31602,"['Policeman', 'security personnel', 'Policeman', 'Policeman', 'passerby', 'bomb disposal squad', 'people', 'bomb disposal squad', 'Counter Terrorism Department', 'Policemen', 'civilians']",,"['killed', 'injured', 'blasts', 'mprovised Explosive Device', 'IED', 'injured', 'IED', 'exploded', 'injuring', 'injured']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']","['Peshawar', 'Khyber Pakhtunkhwa']",['May 18'],pakistan,2016,"A Policeman was killed and 19 others, mostly security personnel, were injured in twin blasts in the Mathra area of Peshawar, the provincial capital of Khyber Pakhtunkhwa on May 18, reports The Daily Times. The Lady Reading Hospital received the body of Policeman Iftikhar (35). Senior Superintendent of Police (SSP) Abdul Majid Marwat said that an Improvised Explosive Device (IED) planted on the roadside targeted a Police mobile van, leaving a Policeman and a passerby injured. He said that another IED exploded when the bomb disposal squad reached the scene, injuring more than 15 people. The injured include 11 members of the bomb disposal squad, officials of the Counter Terrorism Department, Policemen and six civilians."
27162,['Police Constable'],"['Communist Party of India Maoist', 'CPI Maoist']","['killed', 'pressure bomb', 'blast', 'triggered', 'pressure bomb', 'exploded', 'injuring']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']","['Bijapur', 'Bijapur']",['April 14'],india,2016,"A Police Constable was killed in a pressure bomb blast triggered by Communist Party of India Maoist (CPI Maoist) cadres, in Bijapur District on April 14, reports The Tribune. The incident occurred in a forest between Matwada and Jangla villages under Jangla Police Station limits of the District, when a Road Opening Party (ROP) was carrying out its task in the region, Bijapur Additional Superintendent of Police (ASP) Indira Kalyan Elsela said. After the team covered a distance of around 1.5 kilometres, assistant Constable Ayitu Lekam accidentally came in contact with a pressure bomb planted by the Maoists that exploded, injuring him critically, the ASP said. “Lekam, who was posted at Jangla police station, succumbed to his injuries while being taken out from the forest,” he said."
32079,"['Counter Terrorism Department', 'CTD']",['nidentified armed assailants'],['shot'],['Armed Assault'],"['Jamshed', 'Jamshed', 'Karachi', 'Sindh']",['September 20'],pakistan,2016,"A Counter Terrorism Department (CTD) Police Constable, identified as Shahab Haider (45), was shot dead by unidentified armed assailants in Jamshed Quarters area of Jamshed Town in Karachi, the provincial capital of Sindh, on September 20, reports The Express Tribune."
25847,"['vehicles', 'vehicles', 'truck', 'tipper', 'SUV']","['Communist Party of IndiaMaoist', 'CPIMaoist']","['set on fire', 'ablaze']","['Facility/Infrastructure Attack', 'Facility/Infrastructure Attack']","['Dantewada', 'Chhattisgarh', 'Dantewada', 'Dantewada']","['January 8,']",india,2016,"The Communist Party of IndiaMaoist (CPIMaoist) cadres allegedly set on fire four vehicles of a private firm engaged in a road construction work in Dantewada District of Chhattisgarh on January 8, reports PTI. The incident occurred at a remote Muskel village under Dantewada Police Station limits where work on construction of a road was underway, Dantewada Superintendent of Police (SP) Kamlochan Kashyap told PTI. As per preliminary information, a group of armed ultras stormed the spot this evening and threatened the employees and labourers to leave the place, following which they set ablaze four vehicles, including a truck, a tipper and a SUV, he said."
25293,"['homeopath', 'doctor']","['Islamic State', 'IS', 'IS']","['killing', 'killed']","['Unknown', 'Unknown']","['Kushtia', 'Kushtia']",,bangladesh,2016,"According to the US based Site Intelligence Group, Islamic State (IS) on May 21 claimed responsibility for the killing of homeopath Sanaur Rahman in Kushtia District, reports The Daily Star. “IS fighters in Bangladesh killed a doctor who called to Christianity in the western district of Kushtia,” says the post."
32061,"['Policemen', 'Policemen']",,"['killed', 'injured', 'Improvised Explosive', 'IED', 'blast']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Quetta'],['September 13'],pakistan,2016,"At least two Policemen were killed and 10 others, including five Policemen, were injured in an Improvised Explosive Device (IED) blast near a Police training centre on Sariab Road in provincial capital Quetta on September 13, reports Dawn. No outfit claimed responsibility for the attack."
32105,"['boy', 'boy']",,"['killed', 'explosive device', 'blast', 'hand grenade']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']","['Peshawar', 'Khyber Pakhtunkhwa', 'KP']",['September 26'],pakistan,2016,"A 12 year old boy, Ishaq, was killed when an explosive device went off in a house in Pishtakhara area of Peshawar, the provincial capital of Khyber Pakhtunkhwa (KP), on September 26, reports The News. It was not known nature of the blast but, later bomb disposal experts declared it a hand grenade which was hurled inside the house and the boy had taken it to his home after mistaking it for a toy."
27043,"['Central Reserve Police Force', 'CRPF', 'Security Force', 'SF', 'CRPF', 'CRPF', 'CRPF', 'CRPF']","['Communist Party of India Maoist', 'CPI Maoist']","['injured', 'triggered', 'landmines', 'injured', 'explosions', 'improvised electronic devices', 'IEDs']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Visakhapatnam'],['April 6'],india,2016,"One Central Reserve Police Force (CRPF) trooper was injured when Communist Party of India Maoist (CPI Maoist) cadres triggered a series of landmines targeting the Security Force (SF) personnel on a combing operation in Rudakota area of Pedabayalu mandal (administrative unit) in the Visakha agency in Visakhapatnam District on April 6, reports The Times of India. The injured trooper was identified as radio operator of the 198 battalion head constable Srinivas Sahu (40) of Odisha. Sources said four to five explosions of improvised electronic devices (IEDs) were heard at around 8.30 am 5 kilometres away from Rudakota area, which was followed by gunfire. CRPF personnel retaliated with light machine gun fire. A platoon of 25 to 30 CRPF personnel was moving from Rudakota area to Munchingput when the incident took place.This is the first incident in nearly 10 years in the Visakha Agency in which CRPF was targeted by Maoists, adds The Hindu. The first incident was at the Sileru shandy some 10 years ago when a CRPF constable was shot dead by Maoists. There were several incidents of Maoists attacking the State Police and its Greyhound personnel."
